hour,dayOfWeek,month,temperature,previousConsumption,energyConsumption
3,0,3,7.69,1.1317,1.2844
4,0,3,5.37,1.1384,1.2903
5,0,3,10.27,1.0091,1.0567
6,0,3,10.45,6.042,5.796
7,0,3,6.29,5.0836,5.6968
8,0,3,8.48,5.4721,5.8413
9,0,3,10.01,3.1106,3.5288
10,0,3,11.85,3.3337,3.2504
11,0,3,7.77,3.217,3.3666
12,0,3,10.95,3.2369,3.7376
13,0,3,10.1,2.9506,3.1761
14,0,3,12.26,2.9781,3.1946
15,0,3,10.75,3.2774,3.1716
16,0,3,14.2,3.2408,3.4064
17,0,3,9.49,3.6647,3.7976
18,0,3,3.69,7.2666,7.141
19,0,3,9.24,5.3471,6.072
20,0,3,5.44,6.3656,6.4511
21,0,3,8.15,5.6055,6.1807
22,0,3,10.97,1.86,1.8913
23,0,3,5.71,1.9762,1.9866
0,1,3,8.22,1.1289,1.2613
1,1,3,11.14,1.14,1.262
2,1,3,5.84,1.172,1.3023
3,1,3,4.76,1.3617,1.3307
4,1,3,7.31,1.2904,1.2309
5,1,3,9.13,0.9357,1.0891
6,1,3,8.59,4.8558,5.3992
7,1,3,11.9,5.5072,5.8397
8,1,3,6.16,6.0704,5.8101
9,1,3,7.49,3.2339,3.2938
10,1,3,10.56,3.5299,3.9125
11,1,3,9.13,3.346,3.7933
12,1,3,12.88,2.8999,3.0903
13,1,3,6.43,3.2832,3.3942
14,1,3,10.76,3.2401,3.3547
15,1,3,10.06,3.2003,3.7293
16,1,3,9.24,3.0186,3.1192
17,1,3,10.38,3.2905,3.7406
18,1,3,9.28,6.0654,6.8933
19,1,3,6.37,6.7258,6.8614
20,1,3,11.11,6.4655,6.1942
21,1,3,9.47,5.1752,5.7894
22,1,3,10.15,2.0394,2.2398
23,1,3,7.48,1.7388,2.0062
